price,latitude,longitude,accommodates,bathrooms,bedrooms,beds,review_scores_value,license,instant_bookable,distance_min,amenity_parking,amenity_luxurious,amenity_workspace,amenity_dryer,amenity_washer,amenity_outdoor,amenity_security,amenity_balcony_view,amenity_entertainment,amenity_family,amenity_fitness,amenity_pet_friendly,amenity_accessibility,amenities_count,is_entire_home
115.0,40.70563,-73.80523,2,1.0,1.0,1.0,4.73,False,False,15.656637304032307,True,True,True,True,True,True,False,True,False,False,True,False,True,52,True
59.0,40.70513,-73.91937,2,1.0,1.0,1.0,4.5,False,False,6.552822265510617,True,True,True,True,True,False,True,False,False,False,False,False,False,36,False
55.0,40.70683,-73.9193,1,1.0,1.0,1.0,4.88,False,False,6.558270115609595,True,True,True,True,True,False,True,False,False,False,False,False,False,36,False
55.0,40.705,-73.91731,1,1.0,1.0,1.0,5.0,False,False,6.727139850860499,True,True,True,True,True,False,True,False,False,False,False,False,False,36,False
177.0,40.67500305175781,-73.95166778564453,3,1.0,1.0,2.0,4.65,True,True,5.151995339414769,True,True,True,True,True,False,True,False,False,True,False,False,False,39,False
60.0,40.83109,-73.94897,2,1.0,1.0,1.0,5.0,False,False,5.361889220259925,True,True,True,True,False,False,True,True,False,False,False,False,True,27,False
110.0,40.68129,-73.93004,4,1.0,2.0,3.0,4.78,False,False,6.287056992229028,True,True,True,True,False,False,True,False,False,True,False,False,False,43,True
48.0,40.83321,-73.9426,2,1.0,1.0,1.0,4.94,False,False,5.766388354720369,False,True,True,True,True,False,False,False,False,False,False,False,True,20,False
259.0,40.67391,-73.89394,6,1.0,3.0,3.0,4.76,False,False,9.408532872299876,True,False,False,True,False,False,True,False,False,False,False,False,False,27,True
117.0,40.60637,-73.97419,2,1.0,1.0,1.0,4.76,True,False,10.953066170090107,True,True,True,True,False,False,True,False,False,False,False,False,False,52,False
315.0,40.68899,-73.97269,4,1.0,2.0,2.0,4.85,False,False,2.7923179107291136,True,False,False,True,True,True,True,True,False,True,False,False,False,45,True
84.0,40.70324,-73.92687,2,1.0,1.0,3.0,4.67,False,False,5.926723237111666,True,False,False,True,False,True,False,True,False,False,False,True,False,30,False
186.0,40.72375,-73.9808,6,1.0,2.0,2.0,4.57,False,False,2.385852856326491,False,False,False,True,False,False,False,False,False,True,False,False,False,16,True
82.0,40.84087,-73.93547,1,1.0,1.0,1.0,4.8,False,False,6.784884014188332,True,False,False,True,True,False,False,False,False,False,False,True,False,37,False
209.0,40.802,-73.96791,4,2.0,2.0,1.0,4.46,False,True,1.8780097860989944,False,True,True,True,True,False,False,True,False,False,False,True,False,23,True
78.0,40.7688,-73.9093,2,1.0,1.0,1.0,4.71,False,False,4.700123809726512,True,False,False,True,True,False,True,True,False,False,False,False,False,44,True
108.0,40.69205,-73.92511,2,1.0,1.0,2.0,4.82,False,False,6.264844632557332,True,True,True,True,False,False,True,False,False,False,False,False,False,41,False
140.0,40.71429,-73.96299,1,1.0,1.0,1.0,4.74,False,False,3.006353593399609,False,True,True,True,True,False,False,True,True,False,False,False,True,21,False
91.0,40.68884,-73.93059,1,2.0,1.0,1.0,4.82,True,False,5.923123524951064,True,True,True,True,False,True,True,True,False,False,False,False,False,51,False
89.0,40.68998,-73.9307,1,2.0,1.0,1.0,4.79,True,False,5.874476717243891,True,True,True,True,False,True,True,True,False,False,False,False,False,50,False
91.0,40.68886,-73.92871,1,2.0,1.0,1.0,4.86,True,False,6.072985784527292,True,True,True,True,False,True,True,True,False,False,False,False,False,50,False
155.0,40.54456,-74.14783,3,2.0,2.0,2.0,4.99,True,False,18.287559905059545,True,False,False,True,True,True,False,True,False,False,True,False,False,48,False
56.0,40.64977,-74.00385,2,0.0,1.0,1.0,4.75,False,False,5.566505413806381,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
158.0,40.67786687682115,-73.97272303285371,2,1.0,1.0,1.0,4.82,True,False,3.7424409543056525,True,False,False,True,False,False,False,False,False,False,False,False,False,29,False
66.0,40.6498,-74.00204,2,0.0,1.0,1.0,4.61,False,False,5.65970759058771,False,False,False,False,False,False,False,False,False,False,False,False,False,10,False
195.0,40.64475,-73.96176,4,2.0,2.0,2.0,4.89,False,False,7.432395868211198,True,False,False,True,True,False,True,True,True,True,True,False,True,49,True
298.0,40.72599,-74.0053,4,1.0,1.0,2.0,4.73,False,False,1.748587827380558,False,False,False,True,True,False,True,False,True,True,False,False,False,51,True
103.0,40.66715615861318,-73.93338161805208,6,1.0,2.0,3.0,4.71,False,False,6.8943792211640105,True,True,True,True,False,True,True,True,False,False,False,False,False,42,True
113.0,40.73591,-73.92603,4,1.0,1.0,2.0,4.84,False,False,5.1178306467065084,True,True,True,True,True,False,False,False,False,False,False,False,False,27,True
151.0,40.68252,-73.92404,3,1.0,2.0,2.0,4.86,False,False,6.691902062869038,True,False,False,True,True,False,True,False,False,True,False,False,False,47,True
92.0,40.64272,-73.94819,4,1.0,1.0,2.0,4.68,False,True,8.154558908674382,False,False,False,True,False,False,False,False,False,False,False,False,False,38,True
90.0,40.75544804871773,-73.864301664205,2,1.0,1.0,1.0,4.84,False,False,8.763415602767251,True,True,True,True,True,False,True,False,False,False,False,False,False,26,False
117.0,40.76213,-73.99029,4,1.0,2.0,2.0,4.5,False,False,0.6115038580747637,False,False,False,True,False,False,False,False,False,False,False,False,False,22,True
219.0,40.68088,-73.93003,2,1.0,1.0,2.0,4.88,True,True,6.30791450767241,True,False,False,True,False,False,True,True,False,False,True,False,False,58,True
86.0,40.62227249145508,-74.0986557006836,5,1.0,1.0,2.0,4.73,False,False,8.730004209701868,True,True,True,True,False,False,True,False,False,True,False,False,False,47,True
140.0,40.69693,-73.91153,5,1.0,2.0,2.0,4.94,False,False,7.286432786549765,True,True,True,True,True,False,True,False,True,True,False,False,False,41,True
115.0,40.84403,-73.93424,2,1.0,1.0,1.0,4.89,True,False,7.147743112620518,False,False,False,True,True,False,True,True,True,False,False,False,False,40,False
54.0,40.65118,-73.96076,2,1.0,1.0,1.0,4.77,False,False,6.821281768313598,False,False,False,False,False,False,False,False,False,False,False,False,True,13,False
59.0,40.64123,-73.88868,1,1.0,1.0,1.0,4.86,False,False,11.645289143985167,True,True,True,False,False,True,True,True,False,False,False,False,False,39,False
141.0,40.7217,-73.94205,2,1.0,1.0,3.0,4.78,False,False,4.7428053611408245,True,True,True,True,False,False,False,False,False,False,False,False,False,23,True
143.0,40.65697,-73.83344,2,1.0,1.0,1.0,4.89,True,False,14.85672892438988,True,False,False,True,False,False,True,False,False,False,False,True,False,24,False
325.0,40.71313,-73.96194,4,1.0,2.0,2.0,4.75,False,False,3.055644390667058,True,True,True,True,True,False,False,True,True,False,False,True,False,54,True
87.0,40.73315,-73.71365,2,1.0,1.0,1.0,4.71,False,False,21.689935953978445,True,True,True,True,False,True,True,True,False,False,False,False,False,49,False
171.0,40.66985,-73.77659,2,1.0,1.0,1.0,4.85,True,False,19.05305571364403,True,False,False,False,False,False,True,False,True,True,False,False,False,42,False
62.0,40.71329,-73.9862,1,1.0,1.0,1.0,4.65,False,False,1.2062554709852513,True,False,False,True,False,False,True,False,False,False,False,False,False,22,False
69.0,40.76676,-73.91276,2,1.0,1.0,1.0,4.48,False,False,4.483681035079893,False,False,False,False,False,False,False,False,False,False,False,False,False,11,False
107.0,40.76507,-73.96606,1,1.0,1.0,1.0,4.58,False,False,1.280426991064662,False,True,True,True,False,False,True,False,False,False,False,False,False,20,False
213.0,40.73325161596117,-73.95270958167677,2,1.0,1.0,2.0,4.83,False,False,3.259570358050127,True,True,True,True,True,False,True,True,False,False,True,False,True,39,True
185.0,40.778879816835904,-73.98747661756214,2,1.0,1.0,1.0,4.88,True,True,1.210049286908262,True,True,False,True,True,False,True,False,False,False,False,True,False,37,False
87.0,40.62872,-74.12154,4,1.0,0.0,3.0,4.87,False,False,9.356958522711414,True,True,True,True,False,False,False,True,False,False,False,False,False,40,True
180.0,40.66639,-73.99307,2,1.0,2.0,2.0,4.89,False,False,4.421579345497679,True,True,True,True,False,True,False,True,False,True,False,True,False,62,True
98.0,40.60494,-74.07337,4,1.0,1.0,3.0,4.87,False,False,9.670215513064756,True,False,False,True,True,False,True,False,False,False,False,False,False,41,True
75.0,40.74582,-73.83153,2,1.5,1.0,1.0,4.67,False,False,11.72644963468156,True,True,False,True,False,False,True,False,False,False,False,False,False,32,False
345.0,40.73149,-73.99296,2,1.0,1.0,1.0,5.0,False,False,2.0265897890995226,True,True,True,True,True,False,False,False,True,False,True,False,True,42,True
75.0,40.76271,-73.91208,1,1.0,1.0,1.0,4.84,False,False,4.696979099904363,True,False,False,True,False,False,True,False,False,False,False,False,False,38,False
75.0,40.64317,-73.97358,2,1.0,1.0,1.0,4.61,False,False,7.261040913713436,True,True,True,True,True,True,True,True,False,False,False,False,False,41,True
90.0,40.66177,-73.94156,2,1.0,1.0,1.0,4.36,False,False,6.79110587157965,True,True,True,True,False,False,True,True,False,False,False,True,False,32,True
250.0,40.68393,-73.91919,4,1.5,2.0,2.0,4.82,False,False,7.01443033253655,True,True,True,True,True,False,True,False,False,False,False,True,False,32,True
75.0,40.67695402753895,-74.01460717300326,1,1.0,1.0,1.0,4.89,True,False,2.869714384585227,False,False,False,True,False,False,True,False,False,False,False,False,False,20,False
132.0,40.69611,-73.93356,1,1.0,1.0,1.0,4.85,True,True,5.466867171042077,True,True,True,True,False,True,True,True,False,False,False,False,False,44,False
45.0,40.68442,-73.91434,2,1.5,1.0,1.0,4.67,False,False,7.3817315571752715,True,False,False,True,False,False,True,False,False,False,False,False,False,27,False
209.0,40.66505,-73.994,4,2.0,2.0,2.0,4.44,False,False,4.565100662165227,True,False,False,True,True,False,False,False,False,True,False,True,False,33,True
90.0,40.69115,-73.9721,1,1.0,1.0,1.0,4.92,False,False,2.6738535392729426,True,True,True,True,True,False,False,True,True,False,False,False,False,41,False
128.0,40.61333,-73.96804,2,1.0,1.0,1.0,4.85,False,False,10.587011178890208,True,True,True,True,True,False,False,False,False,False,False,False,True,53,False
228.0,40.74572,-73.97531,2,1.0,1.0,3.0,4.93,True,False,0.921135160294254,True,True,True,True,True,False,True,True,True,False,True,False,False,57,False
105.0,40.62308,-73.96258,2,1.0,0.0,2.0,4.65,False,False,9.665148314732846,True,True,True,True,False,True,True,True,False,False,False,True,False,52,True
145.0,40.75166,-73.89305,1,1.0,1.0,1.0,4.84,False,False,6.676141241739292,True,True,True,True,True,False,True,True,True,True,True,False,False,60,False
165.0,40.70812,-73.94382,2,1.0,2.0,2.0,4.81,True,False,4.4912114281947915,True,True,True,True,False,False,True,True,True,True,False,False,False,46,False
70.0,40.87303,-73.88001,3,1.0,1.0,1.0,4.48,False,False,12.280642157945946,True,False,False,False,False,False,False,False,False,False,False,False,False,9,True
75.0,40.75591,-73.98425,1,1.0,1.0,1.0,4.81,False,False,0.25496826229474123,True,True,True,True,True,False,True,False,False,False,True,False,False,47,False
198.0,40.64816,-74.08445,2,2.0,2.0,4.0,4.88,False,False,5.672787481359724,True,True,True,True,True,False,False,True,False,False,False,True,False,47,False
95.0,40.6748,-73.906,2,1.0,1.0,1.0,4.33,False,False,8.433161955954466,True,False,False,False,False,False,True,False,False,False,False,False,False,13,False
101.0,40.71869,-73.75395,3,1.0,1.0,4.0,4.66,False,False,18.914208030261783,True,True,True,True,True,False,False,False,False,False,False,False,False,26,True
120.0,40.68483,-73.93206,2,1.0,2.0,3.0,4.8,False,False,5.9676893244197435,True,False,False,True,False,False,False,False,False,False,False,False,False,26,True
150.0,40.66254,-73.9609,8,1.0,3.0,4.0,4.78,False,False,5.714929298373409,True,True,True,True,False,False,False,False,False,False,False,False,False,22,True
76.0,40.71192,-73.96238,1,1.0,1.0,1.0,4.94,False,False,2.987820849870426,False,True,True,True,True,False,False,False,False,False,False,False,False,35,False
271.0,40.73054,-73.95629,2,1.0,1.0,1.0,4.74,False,False,3.190094714956324,False,True,True,True,True,False,True,True,True,False,False,False,False,41,True
65.0,40.74427,-73.83192,2,1.0,1.0,1.0,4.6,False,False,11.751369986421356,True,True,False,True,False,False,True,False,False,False,False,False,False,35,False
126.0,40.73560575436411,-73.98182548191754,2,1.0,1.0,1.0,4.76,True,False,1.4983160144342593,True,True,True,True,True,False,False,False,False,False,False,False,False,22,False
92.0,40.7444822757433,-73.95367293785192,1,1.0,1.0,1.0,4.98,True,False,2.6381578541221726,True,True,True,True,False,False,False,False,False,False,False,False,False,36,False
151.0,40.66113,-73.96229,8,1.0,3.0,4.0,4.82,False,False,5.787791204942682,True,True,True,True,False,False,False,False,False,False,False,False,False,22,True
130.0,40.65284,-73.93724,8,2.0,3.0,4.0,4.73,False,False,7.772996826287987,True,False,False,True,True,False,True,False,False,False,False,True,False,40,True
97.0,40.81088830997633,-73.94167643932643,2,1.0,1.0,1.0,4.9,True,False,3.6399817967900536,False,True,True,True,False,False,True,False,False,False,False,False,False,21,False
165.0,40.73324,-73.98396,3,1.0,1.0,2.0,4.0,False,False,1.7342470001046553,False,False,False,True,False,False,False,False,False,False,False,False,False,14,True
48.0,40.76795,-73.92312,1,1.0,1.0,1.0,4.78,False,False,3.6146673998547203,False,False,False,True,False,False,True,False,False,True,False,False,False,24,False
70.0,40.66804,-73.92626,4,1.0,1.0,1.0,5.0,False,False,7.31573098721052,True,True,True,False,False,False,False,False,False,False,False,False,True,40,True
64.0,40.82981,-73.94132,1,1.0,1.0,1.0,4.96,False,False,5.462476637555065,True,True,True,False,False,False,True,False,False,False,False,False,True,19,False
120.0,40.69475,-73.94682,2,1.0,1.0,1.0,4.76,False,False,4.416190264746372,True,False,False,True,False,False,True,False,False,False,False,False,False,34,False
94.0,40.76777,-73.92343,2,1.0,1.0,1.0,4.67,False,False,3.597313090335794,False,True,True,True,False,False,True,False,False,False,False,False,False,35,False
58.0,40.7686,-73.92505,2,1.0,1.0,1.0,4.79,False,False,3.436755206428415,True,False,False,True,False,False,True,False,False,False,False,False,False,31,False
82.0,40.7677,-73.92466,1,1.0,1.0,1.0,4.78,False,False,3.5034719699873005,False,True,True,True,False,False,True,False,False,False,False,False,False,30,False
49.0,40.76808,-73.9246,1,1.0,1.0,1.0,4.71,False,False,3.4927592795298783,False,True,True,True,False,False,True,False,False,False,False,False,False,29,False
65.0,40.69389,-73.83256,1,1.0,1.0,1.0,4.8,True,False,13.955303170660015,False,True,True,True,True,False,True,True,False,False,False,False,False,30,False
150.0,40.80279,-73.94605,4,1.0,1.0,3.0,4.91,False,False,2.7174546070300174,True,False,False,True,True,False,False,True,False,False,False,False,False,31,True
112.0,40.84637,-73.78857,2,1.0,0.0,1.0,4.79,False,False,16.504548701032963,True,False,False,True,True,False,True,True,False,False,False,False,False,30,True
92.0,40.74084,-73.88995,2,1.0,1.0,1.0,4.68,False,False,7.522807156357977,True,False,False,True,False,False,True,False,False,True,False,False,False,24,False
38.0,40.68982,-73.9265,1,1.0,1.0,1.0,4.82,False,False,6.2186603385809835,True,True,True,False,False,False,True,False,False,False,False,False,False,19,False
162.0,40.76021,-73.96595,4,1.0,0.0,2.0,4.88,False,False,1.0895943712583906,True,True,True,True,True,False,True,False,False,False,False,False,False,20,True
101.0,40.68577,-73.87893,6,1.0,2.0,2.0,4.22,False,False,10.22328841417124,False,False,False,False,False,False,False,False,False,False,False,False,False,15,True
90.0,40.80864,-73.9428,3,1.0,1.0,3.0,4.8,False,True,3.385938156038925,False,False,False,True,False,False,False,False,False,False,False,False,False,22,True
91.0,40.72337,-73.97944,2,1.0,1.0,1.0,4.92,False,False,2.4196146696550462,False,False,False,True,False,False,True,True,False,False,False,False,False,25,False
106.0,40.68772,-73.95904,2,1.0,1.0,1.0,4.86,False,False,3.795435485996675,True,False,False,True,True,False,True,False,False,False,False,False,False,31,True
155.0,40.77461,-73.91525,6,1.0,2.0,2.0,4.74,False,False,4.082648868781121,True,True,True,True,True,True,True,True,False,True,False,False,False,45,True
161.0,40.76021,-73.96595,4,1.0,0.0,2.0,4.93,False,False,1.0895943712583906,True,True,True,True,True,False,True,False,False,False,False,False,False,27,True
140.0,40.6836,-73.92994,4,1.0,2.0,2.0,4.86,False,False,6.186590934662251,True,False,False,True,True,False,False,False,False,False,False,False,False,26,True
294.0,40.71569,-73.94675,2,1.0,1.0,1.0,4.96,False,False,4.3695254445317,True,True,True,True,True,False,True,True,False,False,False,True,False,41,True
100.0,40.68428,-73.93173,2,1.0,1.0,1.0,4.89,False,False,6.01766676546567,True,False,False,True,True,False,True,True,False,True,False,False,False,38,True
128.0,40.74566,-73.88326,2,1.0,1.0,1.0,4.97,True,False,7.720037669907048,True,True,True,True,True,False,False,False,False,False,False,False,False,32,False
58.0,40.7075661549189,-73.95327578789578,1,1.0,1.0,1.0,4.7,False,False,3.6901391627400164,False,False,False,False,False,False,False,False,False,False,False,False,False,5,False
64.0,40.76581,-73.80569,1,1.0,1.0,1.0,4.73,False,True,13.382936060629874,True,True,True,True,True,False,True,True,False,False,False,False,False,26,False
225.0,40.74695,-74.00123,2,1.0,1.0,2.0,4.63,False,False,0.6970964340534873,False,True,False,True,True,False,False,False,False,False,False,False,True,19,True
250.0,40.71393,-73.99519,5,1.0,1.0,1.0,4.74,False,False,0.8814333770125292,True,True,True,True,False,False,True,True,True,False,False,False,False,45,True
229.0,40.82152,-73.94568,4,1.0,2.0,2.0,4.72,True,False,4.472610728102224,True,False,False,True,True,False,False,False,False,False,False,False,False,31,True
92.0,40.68182,-73.9381,2,1.0,1.0,2.0,4.79,False,True,5.654223754365188,True,True,True,True,False,False,False,False,False,False,False,False,False,29,True
104.0,40.80963,-73.94351,2,1.0,1.0,2.0,5.0,False,False,3.4347426953939153,True,True,True,True,False,False,True,False,False,False,False,False,False,49,True
55.0,40.686538565736,-73.9471049414808,2,1.0,1.0,1.0,5.0,False,False,4.7362166703398065,False,True,True,True,False,False,True,False,False,False,False,False,False,22,False
117.0,40.59584,-73.9753,3,1.0,1.0,2.0,4.86,False,False,11.905684232391643,True,False,False,True,True,True,True,True,False,True,False,False,False,51,True
120.0,40.7649,-73.99485,2,1.0,1.0,1.0,4.11,False,False,1.1001926119040155,False,False,False,False,False,False,False,False,False,False,False,False,False,16,True
93.0,40.80122,-73.96207,2,1.0,1.0,1.0,4.94,False,False,1.8663489825306474,True,True,True,True,False,False,True,False,False,False,False,True,False,34,False
120.0,40.76535,-73.99298,2,1.0,1.0,1.0,4.29,False,False,1.032042553098256,False,False,False,False,False,False,False,False,False,False,False,False,False,11,True
392.0,40.78728,-73.97383,5,2.0,2.0,3.0,4.64,False,False,0.5273969496308648,True,True,True,True,True,True,True,True,True,True,True,True,False,67,True
120.0,40.76347,-73.99362,2,1.0,1.0,2.0,4.63,False,False,0.9160175407342563,False,False,False,False,False,False,False,False,False,False,False,False,False,14,True
380.0,40.72435,-74.00362,2,1.0,1.0,1.0,4.9,False,False,1.6489660365584997,True,True,True,True,True,True,True,True,False,False,False,False,False,57,False
95.0,40.73852,-73.92531,2,1.0,1.0,1.0,4.71,False,False,5.0351799066251175,True,True,True,True,False,False,True,True,False,False,False,False,False,33,False
249.0,40.76217,-73.99153,1,1.0,1.0,2.0,4.74,True,True,0.6882538050481322,False,False,False,True,False,False,True,False,False,False,False,False,False,17,False
106.0,40.73753,-73.98026,1,1.0,1.0,1.0,4.92,False,False,1.3272386055812064,True,False,False,True,False,False,True,False,False,False,False,False,False,47,False
138.0,40.73231,-73.98821,2,1.0,1.0,1.0,4.75,False,False,1.8480835460086464,True,True,True,True,True,False,False,False,False,False,False,False,False,24,True
85.0,40.76867,-73.91245,1,1.0,1.0,1.0,4.8,False,False,4.4470197882955045,True,True,True,True,False,False,True,False,True,False,False,True,False,52,False
50.0,40.85691,-73.8658,1,1.0,1.0,1.0,4.86,False,False,11.762665809623725,True,True,True,True,True,False,False,False,False,False,False,False,True,39,False
90.0,40.8338,-73.93842,3,1.0,1.0,4.0,4.83,False,False,5.967315146636936,True,True,True,True,False,True,False,True,False,False,False,True,False,51,True
135.0,40.825531614641385,-73.95238182507681,4,1.0,1.0,1.0,4.64,False,False,4.687144803502326,True,True,True,True,True,False,True,True,True,False,False,False,True,53,True
195.0,40.64542,-74.00828,4,1.0,2.0,2.0,4.91,False,False,5.745914662958312,True,False,False,True,True,False,True,True,False,True,False,False,False,38,True
62.0,40.66464,-73.91868,2,1.0,1.0,1.0,4.58,False,False,8.057235388401262,True,True,True,True,False,False,True,False,False,False,False,False,False,18,False
329.0,40.76136,-73.99226,1,1.0,1.0,2.0,4.76,True,True,0.681947215288989,False,False,False,False,False,False,False,False,False,False,False,False,False,14,False
76.0,40.665,-73.9186,4,1.0,1.0,2.0,4.77,False,False,8.040010668981424,True,True,True,True,False,False,True,False,False,False,False,False,False,33,False
370.0,40.80233,-73.94515,2,2.0,2.0,2.0,4.67,True,False,2.7344534830176905,True,True,True,True,True,False,False,False,False,False,False,False,False,34,True
148.0,40.78866,-73.94783,2,1.0,0.0,2.0,4.35,False,False,1.655479101778226,True,True,True,True,True,False,True,True,True,True,True,True,False,51,True
93.0,40.72405,-73.85366,4,1.0,0.0,4.0,4.54,False,False,11.106531978952255,False,False,False,True,False,False,True,False,True,True,False,False,False,41,True
354.0,40.67886,-73.94063,6,2.0,3.0,4.0,4.43,False,True,5.636661383176754,True,False,False,True,True,True,True,False,False,False,False,False,False,34,True
129.0,40.64162,-73.91301,2,1.0,1.0,1.0,4.86,False,False,10.078594673102542,True,False,False,True,True,False,True,False,False,False,False,False,False,29,False
190.0,40.71082,-74.00674,6,1.0,2.0,3.0,4.77,False,False,0.5678228333971841,True,True,False,True,True,True,True,True,True,True,False,False,True,52,True
43.0,40.68952,-73.79788,1,1.0,1.0,1.0,4.87,False,False,16.921289346532266,True,True,True,True,False,True,True,True,False,False,False,False,False,30,False
93.0,40.68648,-73.92131,4,1.0,1.0,2.0,4.63,True,False,6.7501712118154975,True,True,True,True,False,False,True,False,False,True,False,False,False,42,False
42.0,40.7541720383621,-73.91958620426385,1,1.0,1.0,1.0,4.57,False,False,4.62692594226929,False,True,True,True,True,False,False,False,False,False,False,False,False,34,False
76.0,40.63155,-73.90812,1,1.5,1.0,1.0,4.89,False,False,11.175278831014397,True,False,False,True,True,False,True,True,False,False,False,False,False,35,False
77.0,40.7592,-73.98533,1,1.0,1.0,2.0,4.69,False,True,0.1340300457634511,True,False,False,True,False,False,True,False,False,False,False,False,False,25,False
71.0,40.63023,-73.96822,2,1.0,1.0,1.0,4.8,False,False,8.767237780700817,True,True,True,True,False,False,True,False,False,False,False,False,False,40,False
58.0,40.74786,-73.98585,1,1.0,1.0,1.0,4.87,False,False,0.11209077395560955,False,False,False,False,False,False,True,False,False,False,False,False,False,19,False
162.0,40.68812,-73.9854,2,1.0,0.0,2.0,4.65,False,False,2.2206561882904468,True,False,False,True,True,False,False,False,False,True,False,True,False,39,True
115.0,40.64276,-74.01344,2,1.0,1.0,1.0,4.71,False,False,5.787314373448382,False,False,False,True,False,False,False,False,False,False,False,False,False,15,True
105.0,40.66714,-73.98901,2,1.0,2.0,3.0,4.76,False,False,4.377531852453634,True,True,True,True,False,False,True,False,False,True,False,False,False,28,True
370.0,40.63511,-73.98985,6,2.0,3.0,6.0,4.74,False,False,7.578646072552445,True,False,False,True,True,False,False,False,False,True,False,False,False,30,True
155.0,40.69385,-73.95181,4,1.0,2.0,2.0,4.75,False,False,4.046327049573941,True,True,True,True,False,False,True,True,False,True,False,True,False,51,True
80.0,40.73833,-74.0042,1,1.0,1.0,1.0,4.88,False,False,1.6304900729215221,False,False,False,True,False,False,True,True,False,False,False,False,False,38,False
97.0,40.72203224145135,-73.98252570678684,1,2.0,1.0,1.0,4.81,False,False,2.1460395371566636,True,True,True,True,True,True,False,True,False,False,True,False,True,34,False
45.0,40.65288,-73.95943,1,1.0,1.0,1.0,4.76,False,False,6.705398435861941,False,False,False,False,False,False,False,False,False,False,False,True,False,7,False
160.0,40.71566,-73.96195,2,1.0,1.0,1.0,4.84,True,False,3.1383493467843375,True,False,False,True,False,False,True,False,False,False,False,False,False,32,False
145.0,40.79937,-73.96193,2,1.0,1.0,1.0,4.91,False,False,1.6739360312109597,True,True,True,True,True,False,True,False,True,False,False,False,True,43,True
59.0,40.6829,-73.9398,2,1.5,1.0,2.0,4.82,False,False,5.470823509703194,True,True,True,True,True,True,True,True,True,False,False,False,False,66,False
145.0,40.67565,-73.96431,2,1.0,2.0,2.0,4.72,False,False,4.361479394799107,True,True,True,True,True,True,False,True,True,True,False,False,False,56,True
49.0,40.69079,-73.94239,2,1.0,1.0,1.0,4.75,False,False,4.910741504664421,True,False,False,True,True,False,False,True,False,False,False,False,False,26,False
53.0,40.68512,-73.92869,1,1.5,1.0,1.0,4.85,False,False,6.218136547405082,True,True,True,True,True,True,False,True,False,False,False,False,False,29,False
125.0,40.81965,-73.92911,2,1.0,1.0,1.0,4.81,True,False,5.0652747092543,True,False,False,True,False,True,False,True,False,False,False,True,False,34,False
150.0,40.66928,-73.88406,6,1.0,2.0,3.0,4.61,False,False,10.377900715104046,True,True,True,True,False,True,True,True,False,True,False,True,False,26,True
40.0,40.63073,-74.08588,2,1.0,1.0,1.0,4.79,False,False,7.375883242625342,True,False,False,False,False,False,False,True,False,False,False,False,False,21,False
195.0,40.798645,-73.934341,4,1.0,1.0,1.0,4.55,False,False,3.236185963711327,True,False,False,True,True,True,True,True,False,False,False,True,False,35,True
108.0,40.66225,-73.95879,2,1.0,1.0,1.0,4.9,False,False,5.838709008909343,True,True,True,True,False,False,True,True,False,True,False,False,True,42,False
42.0,40.76459,-73.80725,1,1.5,1.0,1.0,4.25,False,True,13.26831441637626,True,True,True,True,True,False,True,True,False,False,False,True,False,32,False
44.0,40.74769,-73.94458,2,1.0,1.0,1.0,4.71,False,False,3.1300465077540967,True,False,False,True,False,False,True,True,False,False,False,False,False,31,False
64.0,40.74629,-73.94493,1,1.0,1.0,1.0,4.73,False,False,3.167371893090263,True,False,False,True,False,False,True,False,False,False,False,False,False,37,False
213.0,40.74514,-73.95295,4,1.0,1.0,2.0,4.88,False,False,2.6450569339246335,True,True,True,True,True,False,True,True,False,True,False,True,False,52,True
125.0,40.71957,-73.98639,1,1.0,1.0,1.0,4.75,False,True,1.739592219830294,True,True,True,True,True,False,False,False,False,False,False,True,False,38,True
95.0,40.81817,-73.94474,3,1.0,1.0,2.0,4.75,False,False,4.176336524551719,True,False,False,True,False,False,True,False,False,False,False,False,False,27,True
33.0,40.74689,-73.94634,1,1.0,1.0,2.0,4.77,False,False,3.0311699833883954,True,False,False,True,False,False,True,False,False,False,False,False,False,29,False
40.0,40.64608,-73.92479,1,1.0,1.0,1.0,4.71,False,False,9.032813044675256,True,False,False,False,False,False,False,False,False,False,False,False,False,11,False
128.0,40.67545,-73.97667,2,1.0,1.0,1.0,4.89,True,False,3.809024917349652,True,True,True,True,True,True,False,True,False,False,False,False,False,62,False
188.0,40.72561,-73.95389,2,1.0,1.0,1.0,4.75,True,True,3.7065095018556398,True,True,True,True,True,True,True,True,True,False,False,False,False,59,False
106.0,40.64905,-73.96905,2,1.0,1.0,1.0,4.58,False,False,6.758663626832331,True,False,False,True,True,False,True,False,False,False,False,True,True,34,False
94.0,40.7183,-73.99173,1,1.5,2.0,1.0,4.68,False,False,1.4234840989166235,True,False,False,True,False,False,False,False,False,False,False,False,False,19,False
170.0,40.79485,-73.93606,2,1.0,1.0,1.0,4.66,False,False,2.862039963623562,True,False,False,True,False,False,False,True,False,False,False,False,False,23,True
391.0,40.72858,-73.94534,2,1.0,0.0,2.0,4.73,True,False,4.063986377760817,False,False,False,True,True,False,False,True,False,False,True,False,True,28,True
180.0,40.80746902453989,-73.95076052320773,2,1.0,1.0,1.0,4.74,True,False,2.8918725557190723,True,True,True,True,True,False,True,True,False,True,False,False,False,38,False
